target_month,region,prefecture,store_code,store_name,channel,category,target_orders,target_sales_amount,target_gross_profit,target_new_customers,planning_basis
2025-04,Hokkaido,Hokkaido,ST001,Hokkaido_Branch_1,CorporateSales,PCPeripherals,219,1845031,487834,34,SalesPlan
2025-04,Hokkaido,Hokkaido,ST001,Hokkaido_Branch_1,EC,FoodPackaging,335,7854886,1752216,20,SalesPlan
2025-04,Hokkaido,Hokkaido,ST001,Hokkaido_Branch_1,RetailStore,FoodPackaging,346,8793167,2588320,20,SalesPlan
2025-04,Hokkaido,Hokkaido,ST001,Hokkaido_Branch_1,Wholesale,FoodPackaging,168,3833512,1143183,33,PriorYearAdjustment
2025-04,Hokkaido,Hokkaido,ST001,Hokkaido_Branch_1,CorporateSales,FoodPackaging,219,6207587,1820333,18,SalesPlan
2025-04,Hokkaido,Hokkaido,ST001,Hokkaido_Branch_1,EC,BusinessSoftware,321,2059449,633047,48,SalesPlan
2025-04,Hokkaido,Hokkaido,ST001,Hokkaido_Branch_1,RetailStore,BusinessSoftware,227,6929111,1941887,37,SalesPlan
2025-04,Hokkaido,Hokkaido,ST001,Hokkaido_Branch_1,Wholesale,BusinessSoftware,331,3815726,733137,25,PriorYearAdjustment
2025-04,Hokkaido,Hokkaido,ST001,Hokkaido_Branch_1,CorporateSales,BusinessSoftware,145,5822437,952597,37,SalesPlan
2025-04,Hokkaido,Hokkaido,ST001,Hokkaido_Branch_1,EC,MedicalConsumables,161,4327215,1281077,35,SalesPlan
2025-04,Hokkaido,Hokkaido,ST001,Hokkaido_Branch_1,RetailStore,MedicalConsumables,416,7464290,1976957,49,SalesPlan
2025-04,Hokkaido,Hokkaido,ST001,Hokkaido_Branch_1,Wholesale,MedicalConsumables,160,8890151,2728706,16,SalesPlan
2025-04,Hokkaido,Hokkaido,ST001,Hokkaido_Branch_1,CorporateSales,MedicalConsumables,440,4122393,1078308,10,SalesPlan
2025-04,Hokkaido,Hokkaido,ST001,Hokkaido_Branch_1,EC,IndustrialEquipment,186,3390588,940142,12,PriorYearAdjustment
2025-04,Hokkaido,Hokkaido,ST001,Hokkaido_Branch_1,RetailStore,IndustrialEquipment,401,8045242,1419412,19,PriorYearAdjustment
2025-04,Hokkaido,Hokkaido,ST001,Hokkaido_Branch_1,Wholesale,IndustrialEquipment,412,7782942,1637070,11,PriorYearAdjustment
2025-04,Hokkaido,Hokkaido,ST001,Hokkaido_Branch_1,CorporateSales,IndustrialEquipment,354,8509257,2256158,21,PriorYearAdjustment
2025-04,Hokkaido,Hokkaido,ST002,Hokkaido_Branch_2,EC,OfficeSupplies,333,7267283,1452891,11,SalesPlan
2025-04,Hokkaido,Hokkaido,ST002,Hokkaido_Branch_2,RetailStore,OfficeSupplies,121,5899874,1773272,44,PriorYearAdjustment
2025-04,Hokkaido,Hokkaido,ST002,Hokkaido_Branch_2,Wholesale,OfficeSupplies,234,9002478,2500688,49,PriorYearAdjustment
2025-04,Hokkaido,Hokkaido,ST002,Hokkaido_Branch_2,CorporateSales,OfficeSupplies,394,3319247,691168,33,PriorYearAdjustment
2025-04,Hokkaido,Hokkaido,ST002,Hokkaido_Branch_2,EC,IndustrialEquipment,241,8298665,2304918,51,PriorYearAdjustment
2025-04,Hokkaido,Hokkaido,ST002,Hokkaido_Branch_2,RetailStore,IndustrialEquipment,321,2253174,660013,22,SalesPlan
2025-04,Hokkaido,Hokkaido,ST002,Hokkaido_Branch_2,Wholesale,IndustrialEquipment,287,9115961,2550246,33,SalesPlan
2025-04,Hokkaido,Hokkaido,ST002,Hokkaido_Branch_2,CorporateSales,IndustrialEquipment,242,8696261,1518157,20,SalesPlan
2025-04,Hokkaido,Hokkaido,ST002,Hokkaido_Branch_2,EC,SafetyGear,342,6450891,1770971,40,SalesPlan
2025-04,Hokkaido,Hokkaido,ST002,Hokkaido_Branch_2,RetailStore,SafetyGear,253,4886495,1370332,30,SalesPlan
2025-04,Hokkaido,Hokkaido,ST002,Hokkaido_Branch_2,Wholesale,SafetyGear,375,5695279,1290022,54,StrategicCampaign
2025-04,Hokkaido,Hokkaido,ST002,Hokkaido_Branch_2,CorporateSales,SafetyGear,252,3000752,532375,16,StrategicCampaign
2025-04,Hokkaido,Hokkaido,ST002,Hokkaido_Branch_2,EC,MedicalConsumables,418,5809617,1658551,13,SalesPlan
2025-04,Hokkaido,Hokkaido,ST002,Hokkaido_Branch_2,RetailStore,MedicalConsumables,392,5891495,1454357,47,SalesPlan
2025-04,Hokkaido,Hokkaido,ST002,Hokkaido_Branch_2,Wholesale,MedicalConsumables,193,8309165,2284394,22,SalesPlan
2025-04,Hokkaido,Hokkaido,ST002,Hokkaido_Branch_2,CorporateSales,MedicalConsumables,409,9950476,2910975,31,SalesPlan
2025-04,Hokkaido,Hokkaido,ST002,Hokkaido_Branch_2,EC,PCPeripherals,310,3788304,1056049,27,SalesPlan
2025-04,Hokkaido,Hokkaido,ST002,Hokkaido_Branch_2,RetailStore,PCPeripherals,231,8469891,2074637,9,SalesPlan
2025-04,Hokkaido,Hokkaido,ST002,Hokkaido_Branch_2,Wholesale,PCPeripherals,237,2092480,453494,14,StrategicCampaign
2025-04,Hokkaido,Hokkaido,ST002,Hokkaido_Branch_2,CorporateSales,PCPeripherals,135,6380232,1517727,42,PriorYearAdjustment
2025-04,Hokkaido,Hokkaido,ST002,Hokkaido_Branch_2,EC,StoreFixtures,247,7647927,2221003,35,PriorYearAdjustment
2025-04,Hokkaido,Hokkaido,ST002,Hokkaido_Branch_2,RetailStore,StoreFixtures,278,4744901,1099453,17,SalesPlan
2025-04,Hokkaido,Hokkaido,ST002,Hokkaido_Branch_2,Wholesale,StoreFixtures,259,2571226,734005,21,PriorYearAdjustment
2025-04,Hokkaido,Hokkaido,ST002,Hokkaido_Branch_2,CorporateSales,StoreFixtures,249,6294499,1949907,31,PriorYearAdjustment
2025-04,Hokkaido,Hokkaido,ST003,Hokkaido_Branch_3,EC,IndustrialEquipment,138,7234790,2135342,20,SalesPlan
2025-04,Hokkaido,Hokkaido,ST003,Hokkaido_Branch_3,RetailStore,IndustrialEquipment,149,4123615,783698,11,SalesPlan
2025-04,Hokkaido,Hokkaido,ST003,Hokkaido_Branch_3,Wholesale,IndustrialEquipment,417,3592270,619168,50,SalesPlan
2025-04,Hokkaido,Hokkaido,ST003,Hokkaido_Branch_3,CorporateSales,IndustrialEquipment,159,5764804,959310,41,StrategicCampaign
2025-04,Hokkaido,Hokkaido,ST003,Hokkaido_Branch_3,EC,OfficeSupplies,178,4771802,1371969,24,StrategicCampaign
2025-04,Hokkaido,Hokkaido,ST003,Hokkaido_Branch_3,RetailStore,OfficeSupplies,334,6356371,1418165,27,PriorYearAdjustment
2025-04,Hokkaido,Hokkaido,ST003,Hokkaido_Branch_3,Wholesale,OfficeSupplies,205,8373242,1341897,47,SalesPlan
2025-04,Hokkaido,Hokkaido,ST003,Hokkaido_Branch_3,CorporateSales,OfficeSupplies,358,4476440,934947,48,SalesPlan
2025-04,Hokkaido,Hokkaido,ST003,Hokkaido_Branch_3,EC,StoreFixtures,262,8456325,1684521,40,SalesPlan
2025-04,Hokkaido,Hokkaido,ST003,Hokkaido_Branch_3,RetailStore,StoreFixtures,192,4429219,779993,14,StrategicCampaign
2025-04,Hokkaido,Hokkaido,ST003,Hokkaido_Branch_3,Wholesale,StoreFixtures,239,7006638,1186159,17,PriorYearAdjustment
2025-04,Hokkaido,Hokkaido,ST003,Hokkaido_Branch_3,CorporateSales,StoreFixtures,290,2267179,605597,38,SalesPlan
2025-04,Hokkaido,Hokkaido,ST003,Hokkaido_Branch_3,EC,BusinessSoftware,390,7043995,1214330,42,SalesPlan
2025-04,Hokkaido,Hokkaido,ST003,Hokkaido_Branch_3,RetailStore,BusinessSoftware,301,6522773,1879061,42,StrategicCampaign
2025-04,Hokkaido,Hokkaido,ST003,Hokkaido_Branch_3,Wholesale,BusinessSoftware,167,3701684,1114450,46,SalesPlan
2025-04,Hokkaido,Hokkaido,ST003,Hokkaido_Branch_3,CorporateSales,BusinessSoftware,186,2462944,533789,33,SalesPlan
2025-04,Hokkaido,Hokkaido,ST003,Hokkaido_Branch_3,EC,MedicalConsumables,425,7137248,2078208,10,SalesPlan
2025-04,Hokkaido,Hokkaido,ST003,Hokkaido_Branch_3,RetailStore,MedicalConsumables,313,3271073,527994,29,PriorYearAdjustment
2025-04,Hokkaido,Hokkaido,ST003,Hokkaido_Branch_3,Wholesale,MedicalConsumables,295,6012156,1468446,50,SalesPlan
2025-04,Hokkaido,Hokkaido,ST003,Hokkaido_Branch_3,CorporateSales,MedicalConsumables,378,4261826,1152413,44,PriorYearAdjustment
2025-04,Hokkaido,Hokkaido,ST003,Hokkaido_Branch_3,EC,SafetyGear,224,6029649,989940,19,SalesPlan
2025-04,Hokkaido,Hokkaido,ST003,Hokkaido_Branch_3,RetailStore,SafetyGear,418,7361232,1484160,48,StrategicCampaign
2025-04,Hokkaido,Hokkaido,ST003,Hokkaido_Branch_3,Wholesale,SafetyGear,315,8565540,2474893,47,SalesPlan
2025-04,Hokkaido,Hokkaido,ST003,Hokkaido_Branch_3,CorporateSales,SafetyGear,231,5065321,958248,34,PriorYearAdjustment
2025-04,Hokkaido,Hokkaido,ST004,Hokkaido_Branch_4,EC,BusinessSoftware,387,7315748,2080404,46,PriorYearAdjustment
2025-04,Hokkaido,Hokkaido,ST004,Hokkaido_Branch_4,RetailStore,BusinessSoftware,400,6187157,1178164,32,PriorYearAdjustment
2025-04,Hokkaido,Hokkaido,ST004,Hokkaido_Branch_4,Wholesale,BusinessSoftware,292,4871088,1291701,22,PriorYearAdjustment
2025-04,Hokkaido,Hokkaido,ST004,Hokkaido_Branch_4,CorporateSales,BusinessSoftware,409,4415265,754185,18,PriorYearAdjustment
2025-04,Hokkaido,Hokkaido,ST004,Hokkaido_Branch_4,EC,IndustrialEquipment,350,3612018,596183,50,PriorYearAdjustment
2025-04,Hokkaido,Hokkaido,ST004,Hokkaido_Branch_4,RetailStore,IndustrialEquipment,402,6464851,1817834,27,SalesPlan
2025-04,Hokkaido,Hokkaido,ST004,Hokkaido_Branch_4,Wholesale,IndustrialEquipment,271,4006656,709008,51,PriorYearAdjustment
2025-04,Hokkaido,Hokkaido,ST004,Hokkaido_Branch_4,CorporateSales,IndustrialEquipment,209,3270067,669989,29,SalesPlan
2025-04,Hokkaido,Hokkaido,ST004,Hokkaido_Branch_4,EC,StoreFixtures,410,4886454,1383457,42,SalesPlan
2025-04,Hokkaido,Hokkaido,ST004,Hokkaido_Branch_4,RetailStore,StoreFixtures,161,3972276,685436,16,StrategicCampaign
2025-04,Hokkaido,Hokkaido,ST004,Hokkaido_Branch_4,Wholesale,StoreFixtures,234,6598693,1592407,33,SalesPlan
2025-04,Hokkaido,Hokkaido,ST004,Hokkaido_Branch_4,CorporateSales,StoreFixtures,415,8449962,2337274,10,PriorYearAdjustment
2025-04,Hokkaido,Hokkaido,ST004,Hokkaido_Branch_4,EC,CleaningSupplies,259,7726862,1921138,10,SalesPlan
2025-04,Hokkaido,Hokkaido,ST004,Hokkaido_Branch_4,RetailStore,CleaningSupplies,446,4900490,1153196,19,PriorYearAdjustment
2025-04,Hokkaido,Hokkaido,ST004,Hokkaido_Branch_4,Wholesale,CleaningSupplies,264,9116279,2071132,11,SalesPlan
2025-04,Hokkaido,Hokkaido,ST004,Hokkaido_Branch_4,CorporateSales,CleaningSupplies,170,7274196,2085471,43,PriorYearAdjustment
2025-04,Hokkaido,Hokkaido,ST004,Hokkaido_Branch_4,EC,SafetyGear,234,7840701,1294673,35,SalesPlan
2025-04,Hokkaido,Hokkaido,ST004,Hokkaido_Branch_4,RetailStore,SafetyGear,207,4622238,962572,50,PriorYearAdjustment
2025-04,Hokkaido,Hokkaido,ST004,Hokkaido_Branch_4,Wholesale,SafetyGear,294,9096358,2095086,46,PriorYearAdjustment
2025-04,Hokkaido,Hokkaido,ST004,Hokkaido_Branch_4,CorporateSales,SafetyGear,139,7373471,1412011,18,SalesPlan
2025-04,Hokkaido,Hokkaido,ST004,Hokkaido_Branch_4,EC,FoodPackaging,407,7186918,1598755,40,StrategicCampaign
2025-04,Hokkaido,Hokkaido,ST004,Hokkaido_Branch_4,RetailStore,FoodPackaging,188,2807681,580421,51,SalesPlan
2025-04,Hokkaido,Hokkaido,ST004,Hokkaido_Branch_4,Wholesale,FoodPackaging,412,2504997,467530,41,SalesPlan
2025-04,Hokkaido,Hokkaido,ST004,Hokkaido_Branch_4,CorporateSales,FoodPackaging,217,6205517,1173868,42,SalesPlan
2025-04,Tohoku,Miyagi,ST005,Miyagi_Branch_1,EC,PCPeripherals,166,2448982,750579,41,PriorYearAdjustment
2025-04,Tohoku,Miyagi,ST005,Miyagi_Branch_1,RetailStore,PCPeripherals,339,4523945,1145246,29,SalesPlan
2025-04,Tohoku,Miyagi,ST005,Miyagi_Branch_1,Wholesale,PCPeripherals,378,7609788,2198773,29,SalesPlan
2025-04,Tohoku,Miyagi,ST005,Miyagi_Branch_1,CorporateSales,PCPeripherals,404,5600998,1026122,23,SalesPlan
2025-04,Tohoku,Miyagi,ST005,Miyagi_Branch_1,EC,CleaningSupplies,449,10010282,2474879,28,PriorYearAdjustment
2025-04,Tohoku,Miyagi,ST005,Miyagi_Branch_1,RetailStore,CleaningSupplies,132,7524686,2187496,43,PriorYearAdjustment
2025-04,Tohoku,Miyagi,ST005,Miyagi_Branch_1,Wholesale,CleaningSupplies,409,6786880,1604034,25,SalesPlan
2025-04,Tohoku,Miyagi,ST005,Miyagi_Branch_1,CorporateSales,CleaningSupplies,179,9822552,2685234,37,SalesPlan
2025-04,Tohoku,Miyagi,ST005,Miyagi_Branch_1,EC,FoodPackaging,222,6231167,1437627,23,PriorYearAdjustment
2025-04,Tohoku,Miyagi,ST005,Miyagi_Branch_1,RetailStore,FoodPackaging,121,2007587,538862,53,SalesPlan
2025-04,Tohoku,Miyagi,ST005,Miyagi_Branch_1,Wholesale,FoodPackaging,392,4146963,1106469,9,PriorYearAdjustment
2025-04,Tohoku,Miyagi,ST005,Miyagi_Branch_1,CorporateSales,FoodPackaging,265,6407280,1497379,43,PriorYearAdjustment
2025-04,Tohoku,Miyagi,ST005,Miyagi_Branch_1,EC,MedicalConsumables,449,9758722,1915086,49,PriorYearAdjustment
2025-04,Tohoku,Miyagi,ST005,Miyagi_Branch_1,RetailStore,MedicalConsumables,166,4081127,907096,33,SalesPlan
2025-04,Tohoku,Miyagi,ST005,Miyagi_Branch_1,Wholesale,MedicalConsumables,259,2486933,477700,53,StrategicCampaign
2025-04,Tohoku,Miyagi,ST005,Miyagi_Branch_1,CorporateSales,MedicalConsumables,303,9114542,1488731,27,StrategicCampaign
2025-04,Tohoku,Miyagi,ST005,Miyagi_Branch_1,EC,OfficeSupplies,416,3829895,660048,49,SalesPlan
2025-04,Tohoku,Miyagi,ST005,Miyagi_Branch_1,RetailStore,OfficeSupplies,174,7457682,1722168,32,SalesPlan
2025-04,Tohoku,Miyagi,ST005,Miyagi_Branch_1,Wholesale,OfficeSupplies,356,4541800,792361,21,SalesPlan
2025-04,Tohoku,Miyagi,ST005,Miyagi_Branch_1,CorporateSales,OfficeSupplies,180,3544114,1094006,30,PriorYearAdjustment
2025-04,Tohoku,Miyagi,ST005,Miyagi_Branch_1,EC,StoreFixtures,383,4941104,1074839,39,SalesPlan
2025-04,Tohoku,Miyagi,ST005,Miyagi_Branch_1,RetailStore,StoreFixtures,286,7115492,2039862,35,SalesPlan
2025-04,Tohoku,Miyagi,ST005,Miyagi_Branch_1,Wholesale,StoreFixtures,255,6361083,1494722,8,SalesPlan
2025-04,Tohoku,Miyagi,ST005,Miyagi_Branch_1,CorporateSales,StoreFixtures,287,5875414,1126832,44,SalesPlan
2025-04,Tohoku,Miyagi,ST006,Miyagi_Branch_2,EC,SafetyGear,382,4665986,1182778,18,SalesPlan
2025-04,Tohoku,Miyagi,ST006,Miyagi_Branch_2,RetailStore,SafetyGear,165,4539833,1102211,36,SalesPlan
2025-04,Tohoku,Miyagi,ST006,Miyagi_Branch_2,Wholesale,SafetyGear,267,5085172,1560932,47,SalesPlan
2025-04,Tohoku,Miyagi,ST006,Miyagi_Branch_2,CorporateSales,SafetyGear,234,3495078,771454,28,SalesPlan
2025-04,Tohoku,Miyagi,ST006,Miyagi_Branch_2,EC,BusinessSoftware,192,3429210,646854,25,PriorYearAdjustment
2025-04,Tohoku,Miyagi,ST006,Miyagi_Branch_2,RetailStore,BusinessSoftware,310,2541766,784981,50,SalesPlan
2025-04,Tohoku,Miyagi,ST006,Miyagi_Branch_2,Wholesale,BusinessSoftware,415,4955001,1351132,18,StrategicCampaign
2025-04,Tohoku,Miyagi,ST006,Miyagi_Branch_2,CorporateSales,BusinessSoftware,339,3618374,886043,34,SalesPlan
2025-04,Tohoku,Miyagi,ST006,Miyagi_Branch_2,EC,MedicalConsumables,289,9596840,2370171,53,PriorYearAdjustment
2025-04,Tohoku,Miyagi,ST006,Miyagi_Branch_2,RetailStore,MedicalConsumables,179,7281595,1797026,12,SalesPlan
2025-04,Tohoku,Miyagi,ST006,Miyagi_Branch_2,Wholesale,MedicalConsumables,423,6551605,1124671,51,SalesPlan
2025-04,Tohoku,Miyagi,ST006,Miyagi_Branch_2,CorporateSales,MedicalConsumables,440,8283345,2250102,14,SalesPlan
2025-04,Tohoku,Miyagi,ST006,Miyagi_Branch_2,EC,StoreFixtures,347,4115729,841816,30,SalesPlan
2025-04,Tohoku,Miyagi,ST006,Miyagi_Branch_2,RetailStore,StoreFixtures,151,6362164,1859343,27,SalesPlan
2025-04,Tohoku,Miyagi,ST006,Miyagi_Branch_2,Wholesale,StoreFixtures,175,6487388,1358040,27,PriorYearAdjustment
2025-04,Tohoku,Miyagi,ST006,Miyagi_Branch_2,CorporateSales,StoreFixtures,234,7125943,1714009,8,StrategicCampaign
2025-04,Tohoku,Miyagi,ST006,Miyagi_Branch_2,EC,NetworkDevices,253,6143001,1751875,29,SalesPlan
2025-04,Tohoku,Miyagi,ST006,Miyagi_Branch_2,RetailStore,NetworkDevices,309,5895263,1761707,10,StrategicCampaign
2025-04,Tohoku,Miyagi,ST006,Miyagi_Branch_2,Wholesale,NetworkDevices,259,5903695,1472333,33,StrategicCampaign
2025-04,Tohoku,Miyagi,ST006,Miyagi_Branch_2,CorporateSales,NetworkDevices,214,4825499,1430003,10,SalesPlan
2025-04,Tohoku,Miyagi,ST006,Miyagi_Branch_2,EC,CleaningSupplies,445,3516041,922019,51,SalesPlan
2025-04,Tohoku,Miyagi,ST006,Miyagi_Branch_2,RetailStore,CleaningSupplies,287,2425853,399334,27,SalesPlan
2025-04,Tohoku,Miyagi,ST006,Miyagi_Branch_2,Wholesale,CleaningSupplies,158,4818536,1398258,54,SalesPlan
2025-04,Tohoku,Miyagi,ST006,Miyagi_Branch_2,CorporateSales,CleaningSupplies,221,4773681,1403996,17,SalesPlan
2025-04,Tohoku,Miyagi,ST007,Miyagi_Branch_3,EC,FoodPackaging,369,8136800,1802751,48,SalesPlan
2025-04,Tohoku,Miyagi,ST007,Miyagi_Branch_3,RetailStore,FoodPackaging,161,3440833,887649,54,SalesPlan
2025-04,Tohoku,Miyagi,ST007,Miyagi_Branch_3,Wholesale,FoodPackaging,307,8690976,2502525,21,PriorYearAdjustment
2025-04,Tohoku,Miyagi,ST007,Miyagi_Branch_3,CorporateSales,FoodPackaging,361,3029861,732780,15,SalesPlan
2025-04,Tohoku,Miyagi,ST007,Miyagi_Branch_3,EC,OfficeSupplies,384,6716835,1550698,21,SalesPlan
2025-04,Tohoku,Miyagi,ST007,Miyagi_Branch_3,RetailStore,OfficeSupplies,304,4816169,891856,39,SalesPlan
2025-04,Tohoku,Miyagi,ST007,Miyagi_Branch_3,Wholesale,OfficeSupplies,266,3272761,597170,24,SalesPlan
2025-04,Tohoku,Miyagi,ST007,Miyagi_Branch_3,CorporateSales,OfficeSupplies,226,3818609,969015,36,StrategicCampaign
2025-04,Tohoku,Miyagi,ST007,Miyagi_Branch_3,EC,CleaningSupplies,178,9780183,2563136,35,PriorYearAdjustment
2025-04,Tohoku,Miyagi,ST007,Miyagi_Branch_3,RetailStore,CleaningSupplies,317,8515488,2319716,22,PriorYearAdjustment
2025-04,Tohoku,Miyagi,ST007,Miyagi_Branch_3,Wholesale,CleaningSupplies,374,6806833,1617454,30,SalesPlan
2025-04,Tohoku,Miyagi,ST007,Miyagi_Branch_3,CorporateSales,CleaningSupplies,356,7636802,1262411,20,SalesPlan
2025-04,Tohoku,Miyagi,ST007,Miyagi_Branch_3,EC,PCPeripherals,177,7772203,1570199,39,StrategicCampaign
2025-04,Tohoku,Miyagi,ST007,Miyagi_Branch_3,RetailStore,PCPeripherals,416,2435709,687370,31,PriorYearAdjustment
2025-04,Tohoku,Miyagi,ST007,Miyagi_Branch_3,Wholesale,PCPeripherals,242,4319317,1187631,31,SalesPlan
2025-04,Tohoku,Miyagi,ST007,Miyagi_Branch_3,CorporateSales,PCPeripherals,208,6652474,1406816,25,StrategicCampaign
2025-04,Tohoku,Miyagi,ST007,Miyagi_Branch_3,EC,NetworkDevices,146,6365403,1184106,31,SalesPlan
2025-04,Tohoku,Miyagi,ST007,Miyagi_Branch_3,RetailStore,NetworkDevices,332,4664135,1126596,8,SalesPlan
2025-04,Tohoku,Miyagi,ST007,Miyagi_Branch_3,Wholesale,NetworkDevices,197,7867075,2022584,31,PriorYearAdjustment
2025-04,Tohoku,Miyagi,ST007,Miyagi_Branch_3,CorporateSales,NetworkDevices,120,2921895,512139,52,SalesPlan
2025-04,Tohoku,Miyagi,ST007,Miyagi_Branch_3,EC,BusinessSoftware,402,4132334,936282,23,SalesPlan
2025-04,Tohoku,Miyagi,ST007,Miyagi_Branch_3,RetailStore,BusinessSoftware,371,7879494,2328135,36,PriorYearAdjustment
2025-04,Tohoku,Miyagi,ST007,Miyagi_Branch_3,Wholesale,BusinessSoftware,376,4898806,901148,54,PriorYearAdjustment
2025-04,Tohoku,Miyagi,ST007,Miyagi_Branch_3,CorporateSales,BusinessSoftware,227,8895222,1477142,30,SalesPlan
2025-04,Tohoku,Miyagi,ST008,Miyagi_Branch_4,EC,SafetyGear,374,3731555,1062739,27,PriorYearAdjustment
2025-04,Tohoku,Miyagi,ST008,Miyagi_Branch_4,RetailStore,SafetyGear,261,6514014,1737368,11,SalesPlan
2025-04,Tohoku,Miyagi,ST008,Miyagi_Branch_4,Wholesale,SafetyGear,222,8496980,1863999,17,SalesPlan
2025-04,Tohoku,Miyagi,ST008,Miyagi_Branch_4,CorporateSales,SafetyGear,168,6311164,1252379,23,SalesPlan
2025-04,Tohoku,Miyagi,ST008,Miyagi_Branch_4,EC,PCPeripherals,350,3359108,549060,13,PriorYearAdjustment
2025-04,Tohoku,Miyagi,ST008,Miyagi_Branch_4,RetailStore,PCPeripherals,246,6199367,1510336,51,SalesPlan
2025-04,Tohoku,Miyagi,ST008,Miyagi_Branch_4,Wholesale,PCPeripherals,320,4322077,1061592,12,SalesPlan
2025-04,Tohoku,Miyagi,ST008,Miyagi_Branch_4,CorporateSales,PCPeripherals,407,7272208,1347514,31,PriorYearAdjustment
2025-04,Tohoku,Miyagi,ST008,Miyagi_Branch_4,EC,BusinessSoftware,217,5035521,894119,28,SalesPlan
2025-04,Tohoku,Miyagi,ST008,Miyagi_Branch_4,RetailStore,BusinessSoftware,277,7315338,1541032,8,SalesPlan
2025-04,Tohoku,Miyagi,ST008,Miyagi_Branch_4,Wholesale,BusinessSoftware,139,2674488,497585,50,PriorYearAdjustment
2025-04,Tohoku,Miyagi,ST008,Miyagi_Branch_4,CorporateSales,BusinessSoftware,410,8344077,2015936,37,StrategicCampaign
2025-04,Tohoku,Miyagi,ST008,Miyagi_Branch_4,EC,OfficeSupplies,311,8617841,1571626,51,PriorYearAdjustment
2025-04,Tohoku,Miyagi,ST008,Miyagi_Branch_4,RetailStore,OfficeSupplies,295,5972130,1662493,48,SalesPlan
2025-04,Tohoku,Miyagi,ST008,Miyagi_Branch_4,Wholesale,OfficeSupplies,151,2283474,669068,28,PriorYearAdjustment
2025-04,Tohoku,Miyagi,ST008,Miyagi_Branch_4,CorporateSales,OfficeSupplies,321,2635974,654103,44,SalesPlan
2025-04,Tohoku,Miyagi,ST008,Miyagi_Branch_4,EC,FoodPackaging,378,3960549,1194546,11,PriorYearAdjustment
2025-04,Tohoku,Miyagi,ST008,Miyagi_Branch_4,RetailStore,FoodPackaging,168,3557193,783602,16,SalesPlan
2025-04,Tohoku,Miyagi,ST008,Miyagi_Branch_4,Wholesale,FoodPackaging,363,8117292,1851480,27,SalesPlan
2025-04,Tohoku,Miyagi,ST008,Miyagi_Branch_4,CorporateSales,FoodPackaging,339,3883527,923239,28,SalesPlan
2025-04,Tohoku,Miyagi,ST008,Miyagi_Branch_4,EC,IndustrialEquipment,331,4614626,959085,53,StrategicCampaign
2025-04,Tohoku,Miyagi,ST008,Miyagi_Branch_4,RetailStore,IndustrialEquipment,186,4370617,1236618,53,PriorYearAdjustment
2025-04,Tohoku,Miyagi,ST008,Miyagi_Branch_4,Wholesale,IndustrialEquipment,310,2554192,713713,19,PriorYearAdjustment
2025-04,Tohoku,Miyagi,ST008,Miyagi_Branch_4,CorporateSales,IndustrialEquipment,338,4669781,758259,18,SalesPlan
2025-04,Tohoku,Fukushima,ST009,Fukushima_Branch_1,EC,CleaningSupplies,383,8131513,2336954,29,PriorYearAdjustment
2025-04,Tohoku,Fukushima,ST009,Fukushima_Branch_1,RetailStore,CleaningSupplies,330,6937891,1321655,33,PriorYearAdjustment
2025-04,Tohoku,Fukushima,ST009,Fukushima_Branch_1,Wholesale,CleaningSupplies,262,5686299,1404254,17,StrategicCampaign
2025-04,Tohoku,Fukushima,ST009,Fukushima_Branch_1,CorporateSales,CleaningSupplies,224,6039205,1212647,25,SalesPlan
2025-04,Tohoku,Fukushima,ST009,Fukushima_Branch_1,EC,StoreFixtures,306,5638464,1403663,23,SalesPlan
2025-04,Tohoku,Fukushima,ST009,Fukushima_Branch_1,RetailStore,StoreFixtures,408,6040930,1342828,27,SalesPlan
2025-04,Tohoku,Fukushima,ST009,Fukushima_Branch_1,Wholesale,StoreFixtures,282,2193286,512219,46,PriorYearAdjustment
2025-04,Tohoku,Fukushima,ST009,Fukushima_Branch_1,CorporateSales,StoreFixtures,333,7078117,1258118,54,PriorYearAdjustment
2025-04,Tohoku,Fukushima,ST009,Fukushima_Branch_1,EC,FoodPackaging,261,2083004,458365,18,PriorYearAdjustment
2025-04,Tohoku,Fukushima,ST009,Fukushima_Branch_1,RetailStore,FoodPackaging,277,8612297,2597802,29,StrategicCampaign
2025-04,Tohoku,Fukushima,ST009,Fukushima_Branch_1,Wholesale,FoodPackaging,302,7240724,1631010,25,PriorYearAdjustment
2025-04,Tohoku,Fukushima,ST009,Fukushima_Branch_1,CorporateSales,FoodPackaging,125,3314023,755703,44,StrategicCampaign
2025-04,Tohoku,Fukushima,ST009,Fukushima_Branch_1,EC,PCPeripherals,196,4525391,1165339,33,SalesPlan
2025-04,Tohoku,Fukushima,ST009,Fukushima_Branch_1,RetailStore,PCPeripherals,259,1835192,366981,21,PriorYearAdjustment
2025-04,Tohoku,Fukushima,ST009,Fukushima_Branch_1,Wholesale,PCPeripherals,167,7461236,1936395,43,SalesPlan
2025-04,Tohoku,Fukushima,ST009,Fukushima_Branch_1,CorporateSales,PCPeripherals,231,7116266,1360979,47,SalesPlan
2025-04,Tohoku,Fukushima,ST009,Fukushima_Branch_1,EC,MedicalConsumables,345,6587016,1607628,52,StrategicCampaign
2025-04,Tohoku,Fukushima,ST009,Fukushima_Branch_1,RetailStore,MedicalConsumables,369,6065001,1464119,9,SalesPlan
